"Number","Group","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","Publication Species Name","tsn","tsn rank","Wet_Mass","DM/WM","Dry_Mass","Carbon_Mass","MR_original","MR","Temp","MR_25","type_MR","O2 original J/mL","Reference","Source","Comments","Measure","Temp_original","Unit","MR_mL/min","MR_kJ/h","MR_Watt","Mass_mean","SMR","Species2","BMR","dBMR","dMsum","d Scope","Diet Grp","PP Grp","Year","Loc","Original_Source","MR_type"
2967,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",33,0.26,8.58000000241248,4.29000000120624,0.0178329834388889,0.0178329834388889,"17",0.0266201906572535,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2968,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",37.6,0.26,9.77600000162836,4.88800000081418,0.0138869450277778,0.0138869450277778,"13",0.0253272157186523,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2969,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",40,0.26,10.3999999921463,5.19999999607316,0.0108856232,0.0108856232,"13",0.0198533605819627,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2971,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",51.2,0.26,13.3120000007408,6.65600000037042,0.01154498095,0.01154498095,"14",0.0200274455320181,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2972,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",54,0.26,14.0400000057231,7.02000000286156,0.0272918124555556,0.0272918124555556,"17",0.0407398601270816,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2973,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",67,0.26,17.4200000120002,8.71000000600008,0.00573050307222222,0.00573050307222222,"13",0.0104513762527508,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2974,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",75,0.26,19.4999999824125,9.74999999120626,0.00933053417222222,0.00933053417222222,"21",0.0113998748990308,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2979,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",80,0.26,20.8000000003859,10.4000000001929,0.0161777777777778,0.0161777777777778,"25",0.0161777777777778,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3006,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",90,0.26,23.399999976329,11.6999999881645,0.0409377186833333,0.0409377186833333,"17",0.0611097901906224,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3007,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",112.5,0.26,29.2499999698686,14.6249999849343,0.0301784464666667,0.0301784464666667,"15.5",0.0485631250914364,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3008,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",120,0.26,31.1999999965786,15.5999999982893,0.0433869839055556,0.0433869839055556,"20",0.0557315899153662,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3009,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",150,0.26,38.9999999949998,19.4999999974999,0.0466526708666667,0.0466526708666667,"20",0.0599264407698248,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3010,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",181.5,0.26,47.1899999595646,23.5949999797823,0.0246967576388889,0.0246967576388889,"14",0.0428422507211065,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3011,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",195.5,0.26,50.8300000313802,25.4150000156901,0.0273617914611111,0.0273617914611111,"12",0.0524654806690586,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3012,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",223,0.26,57.9799999935704,28.9899999967852,0.078026592,0.078026592,"20",0.100226972156061,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3013,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",230,0.26,59.7999999975776,29.8999999987888,0.0768991525,0.0768991525,"20",0.0987787498964738,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3014,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",430,0.26,111.800000108227,55.9000000541134,0.165500349888889,0.165500349888889,"17",0.247050690255051,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3015,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",485,0.26,126.100000115485,63.0500000577426,0.186668999277778,0.186668999277778,"17",0.278650197124996,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3016,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","161128","Species",1191,0.26,309.659999655771,154.829999827886,0.291707487777778,0.291707487777778,"17",0.435446428097885,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2760,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Osmeriformes","Bathylagidae","Bathylagus","Bathylagus antarcticus","Bathylagus antarcticus","182852","Species",27.15,0.26,7.059,3.5295,0.002744865,0.002744865,"0.25",0.00947535,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2761,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Aulopiformes","Scopelarchidae","Benthalbella","Benthalbella elongata","Benthalbella elongata","644720","Species",35.3,0.26,9.178,4.589,0.00727886,0.00727886,"0.25",0.0251336,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2762,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Boreogadus","Boreogadus saida","Boreogadus saida","164706","Species",110,0.26,28.6,14.3,0.0077,0.0077,"1",0.02563,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2763,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Centropristis","Centropristis striata","Centropristis striata","167687","Species",84,0.26,21.84,10.92,0.032676,0.032676,"25",0.032676,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3209,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Centropristis","Centropristis striata","Centropristis striata","167687","Species",41,0.26,10.6600000068793,5.33000000343963,0.0980289246666667,0.0980289246666667,"20",0.125920433677978,"Basal","20 J/mL","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).","Rubalcaba et al. (2020)","Converted from mg O2/hr to W using 20J/mL","IND?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2764,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Perciformes","Channidae","Channa","Channa marulius","Channa marulius","166663","Species",93,0.26,24.18,12.09,0.0144708,0.0144708,"30",0.011253,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2765,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Perciformes","Channidae","Channa","Channa orientalis","Channa orientalis","166675","Species",30,0.26,7.8,3.9,0.006303,0.006303,"30",0.00492,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2766,"Fishes","Eukaryota","Animalia","Chordata","Teleostei","Perciformes","Channidae","Channa","Channa punctata","Channa punctata","643058","Species",12.5,0.26,3.25,1.625,0.000875,0.000875,"26",0.0008375,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Fishes","Eukaryota","Animalia","Chordata",NA,"Perciformes","Channidae","Channa","Channa punctata",NA,NA,NA,8.33,0.26,2.1658,1.0829,0.448987,NA,"20",0.00320407913347695,"Basal",NA,NA,"White_et_al_2005",NA,NA,20,"mL_O2_h-1",0.00748311666666667,0.00897974,0.00249437222242177,NA,NA,"Channa punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Fishes","Eukaryota","Animalia","Chordata",NA,"Perciformes","Channidae","Channa","Channa punctata",NA,NA,NA,12.33,0.26,3.2058,1.6029,0.552384,NA,"20",0.00394194497405611,"Basal",NA,NA,"White_et_al_2005",NA,NA,20,"mL_O2_h-1",0.0092064,0.01104768,0.0030688000002455,NA,NA,"Channa punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Fishes","Eukaryota","Animalia","Chordata",NA,"Perciformes","Channidae","Channa","Channa punctata",NA,NA,NA,12.66,0.26,3.2916,1.6458,1.010268,NA,"31",0.00415598264614749,"Basal",NA,NA,"White_et_al_2005",NA,NA,31,"mL_O2_h-1",0.0168378,0.02020536,0.00561260000044901,NA,NA,"Channa punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Fishes","Eukaryota","Animalia","Chordata",NA,"Perciformes","Channidae","Channa","Channa punctata",NA,NA,NA,23.66,0.26,6.1516,3.0758,1.457456,NA,"31",0.00599559903265623,"Basal",NA,NA,"White_et_al_2005",NA,NA,31,"mL_O2_h-1",0.0242909333333333,0.02914912,0.00809697777842554,NA,NA,"Channa punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Fishes","Eukaryota","Animalia","Chordata",NA,"Perciformes","Channidae","Channa","Channa punctata",NA,NA,NA,26.66,0.26,6.9316,3.4658,1.007748,NA,"20",0.00719153191206678,"Basal",NA,NA,"White_et_al_2005",NA,NA,20,"mL_O2_h-1",0.0167958,0.02015496,0.00559860000044789,NA,NA,"Channa punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Fishes","Eukaryota","Animalia","Chordata",NA,"Perciformes","Channidae","Channa","Channa punctata",NA,NA,NA,33.33,0.26,8.6658,4.3329,1.143219,NA,"20",0.00815828552473542,"Basal",NA,NA,"White_et_al_2005",NA,NA,20,"mL_O2_h-1",0.01905365,0.02286438,0.00635121666717476,NA,NA,"Channa punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Fishes","Eukaryota","Animalia","Chordata",NA,"Perciformes","Channidae","Channa","Channa punctata",NA,NA,NA,33.66,0.26,8.7516,4.3758,1.861398,NA,"31",0.00765731250081528,"Basal",NA,NA,"White_et_al_2005",NA,NA,31,"mL_O2_h-1",0.0310233,0.03722796,0.0103411000008273,NA,NA,"Channa punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Fishes","Eukaryota","Animalia","Chordata",NA,"Perciformes","Channidae","Channa","Channa punctata",NA,NA,NA,43,0.26,11.18,5.59,2.0769,NA,"31",0.00854383228785207,"Basal",NA,NA,"White_et_al_2005",NA,NA,31,"mL_O2_h-1",0.034615,0.041538,0.0115383333342564,NA,NA,"Channa punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Fishes","Eukaryota","Animalia","Chordata",NA,"Perciformes","Channidae","Channa","Channa punctata",NA,NA,NA,45.66,0.26,11.8716,5.9358,1.470252,NA,"20",0.0104920716059769,"Basal",NA,NA,"White_et_al_2005",NA,NA,20,"mL_O2_h-1",0.0245042,0.02940504,0.00816806666732011,NA,NA,"Channa punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Fishes","Eukaryota","Animalia","Chordata",NA,"Perciformes","Channidae","Channa","Channa punctata",NA,NA,NA,53.66,0.26,13.9516,6.9758,2.141034,NA,"31",0.00880766306446582,"Basal",NA,NA,"White_et_al_2005",NA,NA,31,"mL_O2_h-1",0.0356839,0.04282068,0.0118946333342849,NA,NA,"Channa punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Fishes","Eukaryota","Animalia","Chordata",NA,"Perciformes","Channidae","Channa","Channa punctata",NA,NA,NA,55,0.26,14.3,7.15,1.7325,NA,"20",0.0123635363579543,"Basal",NA,NA,"White_et_al_2005",NA,NA,20,"mL_O2_h-1",0.028875,0.03465,0.00962500000077,NA,NA,"Channa punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Fishes","Eukaryota","Animalia","Chordata",NA,"Perciformes","Channidae","Channa","Channa punctata",NA,NA,NA,62,0.26,16.12,8.06,1.953,NA,"20",0.0139370773489666,"Basal",NA,NA,"White_et_al_2005",NA,NA,20,"mL_O2_h-1",0.03255,0.03906,0.010850000000868,NA,NA,"Channa punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Fishes","Eukaryota","Animalia","Chordata",NA,"Perciformes","Channidae","Channa","Channa punctata",NA,NA,NA,67,0.26,17.42,8.71,2.4857,NA,"31",0.0102255303182213,"Basal",NA,NA,"White_et_al_2005",NA,NA,31,"mL_O2_h-1",0.0414283333333333,0.049714,0.0138094444455492,NA,NA,"Channa punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
